GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.property,KeyedNamedModelInstanceJsonProperty,4,44,1,1,1,12,1,2,0,2
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.property,SingletonOrListNamedModelInstanceJsonProperty,0,29,0,0,0,11,0,3,0,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.property,IJsonProperty.PropertyCollection,0,120,0,8,0,26,0,12,0,8
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,FlagDefinitionJsonSchema,0,20,0,0,0,6,0,3,0,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,AbstractDefinitionJsonSchema,11,85,1,9,3,28,1,11,0,7
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,FieldDefinitionJsonSchema,4,185,2,14,0,43,2,11,0,5
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,IJsonSchema,5,0,0,0,2,0,1,0,1,0
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,AbstractDefineableJsonSchema,12,46,3,5,2,12,3,5,0,4
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,DataTypeJsonSchema,7,15,0,0,2,7,2,4,2,4
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,AssemblyDefinitionJsonSchema,26,248,5,23,3,60,5,15,0,6
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,IDefineableJsonSchema,25,49,3,5,7,11,3,5,1,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.json.schema,DataTypeRestrictionDefinitionJsonSchema,16,114,2,7,3,29,2,11,0,7
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.datatype,AbstractDatatypeContent,0,19,0,0,0,6,0,3,0,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.datatype,CompositeDatatypeProvider,25,38,0,2,3,9,4,4,4,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.datatype,AbstractDatatypeManager,0,166,1,1,0,35,1,5,0,5
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml,XmlSchemaGenerator,66,337,9,15,14,94,11,15,2,12
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,IInlineStrategy.new IInlineStrategy() {...},3,3,0,0,1,1,1,1,1,1
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,IInlineStrategy.new IInlineStrategy() {...},2,3,0,0,1,1,1,1,1,1
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,AbstractGenerationState.AllowedValueCollection,0,19,0,0,0,6,0,3,0,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,ModuleIndex.DefinitionEntry,10,60,1,1,2,16,3,9,2,9
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,ModuleIndex,4,77,2,4,0,16,2,8,0,7
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,ISchemaGenerator.SchemaFormat,41,0,0,0,7,0,3,0,3,0
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,IInlineStrategy,5,26,2,2,2,7,2,2,0,2
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,FlagInstanceFilter,10,53,3,9,3,18,3,8,0,5
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,AbstractSchemaGenerator,15,71,3,9,7,20,3,6,0,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,AbstractGenerationState,3,212,3,17,2,48,3,17,0,10
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,ModuleIndex.IndexVisitor,0,73,0,10,0,21,0,14,0,9
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,SchemaGenerationException,16,0,0,0,8,0,4,0,4,0
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,ChoiceNotInlineStrategy,0,17,0,4,0,3,0,4,0,2
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,ISchemaGenerator,57,0,6,0,12,0,6,0,3,0
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen,SchemaGenerationFeature,0,20,0,0,0,6,0,2,0,2
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.impl,XmlGenerationState,77,342,12,26,13,83,10,32,1,21
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.impl,DocumentationGenerator,8,215,9,17,2,64,8,15,0,10
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,XmlComplexTypeAssemblyDefinition,45,306,10,40,6,80,10,23,0,7
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,XmlSimpleTypeDataTypeReference,0,15,0,0,0,7,0,5,0,5
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,IXmlComplexType,0,11,0,0,0,3,0,2,0,2
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,AbstractXmlType,0,9,0,0,0,4,0,2,0,2
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,IXmlType,14,24,1,1,5,6,1,2,0,2
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,AbstractXmlComplexType,6,89,0,8,2,26,0,9,0,5
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,XmlComplexTypeFieldDefinition,4,63,1,5,0,19,1,5,0,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,XmlSimpleTypeUnion,9,123,1,13,3,29,2,9,1,3
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,XmlSimpleTypeDataTypeRestriction,6,109,0,4,2,30,0,6,0,4
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,IXmlSimpleType,0,2,0,0,0,1,0,1,0,1
Metaschema XML and JSON Schema Generator,gov.nist.secauto.metaschema.schemagen.xml.schematype,AbstractXmlSimpleType,0,21,0,0,0,7,0,5,0,5
