GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IConstraint.ExternalModelSource,5,32,1,1,2,10,3,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultAllowedValuesConstraint,5,33,0,0,1,9,1,5,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ConstraintValidationFinding.Builder,37,69,6,6,7,19,9,5,3,5
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IConstraint.ExternalSource,11,26,1,1,5,7,4,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IConstraint.ISource.SourceType,24,0,0,0,3,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultScopedContraints,0,21,0,0,0,8,0,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AbstractKeyConstraint.AbstractKeyConstraintBuilder,27,0,0,0,8,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultConstraintSet,3,59,0,0,1,17,1,6,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ConstraintValidationFinding,23,33,0,0,6,11,6,4,6,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AbstractConstraint.AbstractConstraintBuilder,61,66,2,0,17,22,8,14,7,14
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AbstractConstraint,19,42,0,0,6,13,6,3,6,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IConstraintSet,41,96,3,5,8,24,3,7,0,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IAllowedValuesConstraint,0,9,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,LoggingConstraintValidationHandler,322,0,34,0,81,0,39,0,19,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultIndexHasKeyConstraint,35,0,2,0,8,0,5,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.util,JsonUtil,327,0,27,0,78,0,34,0,19,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.util,XmlUtil,8,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.util,XmlEventUtil,317,265,60,25,78,68,53,16,16,10
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,MarkupMultiLineItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IBase64BinaryItem,4,10,0,0,1,2,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,UuidItemImpl,2,4,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,UriReferenceItemImpl,47,0,6,0,15,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IBooleanItem,21,46,2,6,3,11,2,8,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,YearMonthDurationItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IIPv6AddressItem,10,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateWithoutTimeZoneItemImpl,12,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractNumericItem,0,4,0,0,0,2,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,NonNegativeIntegerItemImpl,21,26,3,3,7,8,4,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IIPv4AddressItem,10,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,BooleanItemImpl,20,16,4,0,4,6,6,3,4,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IAnyAtomicItem,12,0,0,0,3,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateTimeWithTimeZoneItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,TokenItemImpl,47,0,6,0,15,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,INonNegativeIntegerItem,32,12,0,0,6,3,4,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IPositiveIntegerItem,32,9,0,0,6,2,4,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractStringItem,0,8,0,0,0,3,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractAnyAtomicItem,0,22,0,0,0,7,0,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IEmailAddressItem,28,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateWithTimeZoneItemImpl,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,INumericItem,18,117,0,12,5,30,1,8,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AnyUriItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,NcNameItemImpl,47,0,6,0,15,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,EmailAddressItemImpl,47,0,6,0,15,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,INcNameItem,28,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDurationItem,31,0,2,0,12,0,2,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IPv6AddressItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DecimalItemImpl,28,77,3,7,9,14,6,10,3,8
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDecimalItem,10,33,0,0,2,6,2,4,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IHostnameItem,28,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IStringItem,16,24,0,0,3,5,1,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,HostnameItemImpl,47,0,6,0,15,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,AbstractIntegerItem,0,46,0,4,0,14,0,7,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IntegerItemImpl,21,26,3,3,7,8,4,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IUriReferenceItem,10,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IUuidItem,5,8,0,0,1,2,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IPv4AddressItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,MarkupLineItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDayTimeDurationItem,29,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IMarkupItem,15,0,0,0,3,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,PositiveIntegerItemImpl,21,26,3,3,7,8,4,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDateTimeItem,34,0,0,0,6,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IIntegerItem,11,44,0,4,2,14,2,7,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,StringItemImpl,43,4,6,0,13,2,6,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,ITokenItem,28,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IYearMonthDurationItem,37,0,0,0,7,0,4,0,4,0
